Specimen_Number,Specimen_Letter,Measurement_Type,Measurement_(mm),Locality_Num,Pit,Level_mean,Level_min,Level_max,Drawer,Higher_Classification,Family,MS_classification,Element,NISP,Details,Notes,Quadrant,GMM?,TeethCorrosion
26869,NA,Frontal_GL,3.909,41229,1C,27.5,25,30,2A7,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,75,NA,NA
26869,NA,Frontal_SW,0.825,41229,1C,27.5,25,30,2A7,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,75,NA,NA
26870,NA,Frontal_GL,3.929,41229,1C,27.5,25,30,2A7,lizard,Scincidae,Scincella,frontal,1,NA,NA,100,NA,NA
26870,NA,Frontal_SW,0.949,41229,1C,27.5,25,30,2A7,lizard,Scincidae,Scincella,frontal,1,NA,NA,100,NA,NA
26870,NA,Frontal_PW,2.792,41229,1C,27.5,25,30,2A7,lizard,Scincidae,Scincella,frontal,1,NA,NA,100,NA,NA
26872,NA,Maxilla_LDR,6.378,41229,1C,27.5,25,30,2A7,lizard,Phrynosomatidae,NA,maxilla,1,1L,"missing facial process, slightly eroded teeth, tricuspid",100,NA,crown
26873,NA,Maxilla_LDR,5.574,41229,1C,27.5,25,30,2A7,lizard,Phrynosomatidae,NA,maxilla,1,1R,"missing facial process, slightly eroded teeth, tricuspid",100,NA,crown
26877,NA,Frontal_GL,10.267,41229,1E,27.5,25,30,2A7,lizard,Phrynosomatidae,cf. Sceloporus,frontal,1,NA,large,100,NA,NA
26877,NA,Frontal_PW,9.761,41229,1E,27.5,25,30,2A7,lizard,Phrynosomatidae,cf. Sceloporus,frontal,1,NA,large,100,NA,NA
26877,NA,Frontal_SW,3.423,41229,1E,27.5,25,30,2A7,lizard,Phrynosomatidae,cf. Sceloporus,frontal,1,NA,large,100,NA,NA
26878,NA,Frontal_GL,4.279,41229,1E,27.5,25,30,2A7,lizard,Phrynosomatidae,cf. Sceloporus,frontal,1,NA,wide ant,100,NA,NA
26878,NA,Frontal_PW,3.946,41229,1E,27.5,25,30,2A7,lizard,Phrynosomatidae,cf. Sceloporus,frontal,1,NA,wide ant,100,NA,NA
26878,NA,Frontal_SW,1.205,41229,1E,27.5,25,30,2A7,lizard,Phrynosomatidae,cf. Sceloporus,frontal,1,NA,wide ant,100,NA,NA
26879,NA,Frontal_GL,4.474,41229,1E,27.5,25,30,2A7,lizard,Phrynosomatidae,NA,frontal,1,NA,slender ant,100,NA,NA
26879,NA,Frontal_PW,4.524,41229,1E,27.5,25,30,2A7,lizard,Phrynosomatidae,NA,frontal,1,NA,slender ant,100,NA,NA
26879,NA,Frontal_SW,1.02,41229,1E,27.5,25,30,2A7,lizard,Phrynosomatidae,NA,frontal,1,NA,slender ant,100,NA,NA
26891,NA,Dentary_LDR,3.696,41229,1A,32.5,30,35,2A8,lizard,Phrynosomatidae,NA,dentary,1,1L,"eroded teeth, open mk, slender",75,No,crown
26892,NA,Dentary_LDR,3.805,41229,1A,32.5,30,35,2A8,lizard,Phrynosomatidae,NA,dentary,1,1R,"eroded teeth, open mk, slender",75,No,crown
26897,NA,Dentary_LDR,6.495,41229,1A,32.5,30,35,2A8,lizard,Phrynosomatidae,NA,dentary,1,1L,"weak tricuspid, closed mk",75,NA,NA
26907,NA,Dentary_LDR,6.446,41229,1A,32.5,30,35,2A8,lizard,Phrynosomatidae,NA,dentary,1,1R,"weak tricuspid, closed mk",100,Yes,NA
26908,NA,Dentary_LDR,7.388,41229,1A,32.5,30,35,2A8,lizard,Phrynosomatidae,NA,dentary,1,1R,"weak tricuspid, closed mk",100,Maybe,NA
26910,NA,Dentary_LDR,4.408,41229,1A,32.5,30,35,2A8,lizard,Phrynosomatidae,NA,dentary,1,1R,"tricuspid, closed mk",100,No,NA
26911,NA,Dentary_LDR,4.874,41229,1A,32.5,30,35,2A8,lizard,Phrynosomatidae,NA,dentary,1,1R,"missing crowns, missing most teeth, open mk",75,NA,crown
26914,NA,Dentary_LDR,5.849,41229,1A,32.5,30,35,2A8,lizard,Phrynosomatidae,NA,dentary,1,1R,"moderate tricuspid, closed mk",100,NA,NA
26918,NA,Dentary_LDR,7.062,41229,1A,32.5,30,35,2A8,lizard,Teiidae,Teiinae,dentary,1,1R,"missing crowns, missing most teeth, wide teeth lots of cementum",75,NA,crown
26919,NA,Frontal_SW,1.222,41229,1A,32.5,30,35,2A8,lizard,Phrynosomatidae,NA,frontal,1,NA,low cristae cranii,75,NA,NA
26922,NA,Frontal_GL,4.976,41229,1A,32.5,30,35,2A8,lizard,Phrynosomatidae,NA,frontal,1,NA,low cristae cranii,75,NA,NA
26922,NA,Frontal_SW,1.205,41229,1A,32.5,30,35,2A8,lizard,Phrynosomatidae,NA,frontal,1,NA,low cristae cranii,75,NA,NA
26923,NA,Frontal_GL,4.589,41229,1A,32.5,30,35,2A8,lizard,Phrynosomatidae,NA,frontal,1,NA,eroded bone,75,NA,shaft
26923,NA,Frontal_PW,3.921,41229,1A,32.5,30,35,2A8,lizard,Phrynosomatidae,NA,frontal,1,NA,eroded bone,75,NA,shaft
26923,NA,Frontal_SW,1.115,41229,1A,32.5,30,35,2A8,lizard,Phrynosomatidae,NA,frontal,1,NA,eroded bone,75,NA,shaft
26924,NA,Frontal_GL,4.589,41229,1A,32.5,30,35,2A8,lizard,Phrynosomatidae,NA,frontal,1,NA,low cristae cranii,75,NA,NA
26924,NA,Frontal_SW,1.164,41229,1A,32.5,30,35,2A8,lizard,Phrynosomatidae,NA,frontal,1,NA,low cristae cranii,75,NA,NA
26946,NA,Maxilla_LDR,3.92,41229,1A,32.5,30,35,2A8,lizard,Teiidae,Teiinae,maxilla,1,1L,weak bicuspid,75,NA,NA
26948,NA,Maxilla_LDR,5.851,41229,1A,32.5,30,35,2A8,lizard,Phrynosomatidae,NA,maxilla,1,1L,"facial process merges with pxp, slightly eroded tooth crowns",100,Yes,crown
26949,NA,Maxilla_LDR,6.134,41229,1A,32.5,30,35,2A8,lizard,Phrynosomatidae,NA,maxilla,1,1L,"facial process merges with pxp, slightly eroded tooth crowns",100,Yes,crown
26950,NA,Maxilla_LDR,5.063,41229,1A,32.5,30,35,2A8,lizard,Phrynosomatidae,NA,maxilla,1,1L,"eroded bone, facial process merges with pxp",100,NA,shaft
26951,NA,Maxilla_LDR,4.481,41229,1A,32.5,30,35,2A8,lizard,Phrynosomatidae,NA,maxilla,1,1L,tricuspid,75,NA,NA
26960,NA,Maxilla_LDR,5.139,41229,1A,32.5,30,35,2A8,lizard,Phrynosomatidae,NA,maxilla,1,1R,"tricuspid, slightly eroded teeth",100,Maybe,crown
26961,NA,Maxilla_LDR,5.074,41229,1A,32.5,30,35,2A8,lizard,Phrynosomatidae,NA,maxilla,1,1R,tricuspid,100,Maybe,NA
26982,NA,Quadrate_GH,3.497,41229,1A,32.5,30,35,2A8,lizard,Phrynosomatidae,Sceloporinae,quadrate,1,1L,NA,100,NA,NA
26983,NA,Quadrate_GH,2.75,41229,1A,32.5,30,35,2A8,lizard,Phrynosomatidae,Sceloporinae,quadrate,1,1L,NA,100,NA,NA
26992,NA,Articular_WR,0.894,41229,1A,32.5,30,35,2A8,lizard,Scincidae,cf. Plestiodon,surangular_articular,1,1L,small size,100,NA,NA
26998,NA,Articular_WR,0.623,41229,1A,32.5,30,35,2A8,lizard,Scincidae,NA,surangular_articular,1,1R,NA,75,NA,NA
27007,NA,Dentary_LDR,4.636,41229,1,37.5,35,40,2A9,lizard,Phrynosomatidae,NA,dentary,1,1L,"teeth shaft and crown eroded, open mk",75,NA,shaft
27008,NA,Frontal_GL,4.351,41229,1,37.5,35,40,2A9,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,75,NA,NA
27008,NA,Frontal_PW,4.819,41229,1,37.5,35,40,2A9,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,75,NA,NA
27008,NA,Frontal_SW,1.119,41229,1,37.5,35,40,2A9,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,75,NA,NA
27033,NA,Frontal_GL,4.093,41229,1A,37.5,35,40,2A9,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,100,NA,NA
27033,NA,Frontal_PW,3.934,41229,1A,37.5,35,40,2A9,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,100,NA,NA
27033,NA,Frontal_SW,0.885,41229,1A,37.5,35,40,2A9,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,100,NA,NA
27039,NA,Maxilla_LDR,8.672,41229,1A,37.5,35,40,2A9,lizard,Crotaphytidae,NA,maxilla,1,1R,NA,100,NA,NA
27042,NA,Maxilla_LDR,4.919,41229,1A,37.5,35,40,2A9,lizard,Phrynosomatidae,NA,maxilla,1,1L,tricuspid,100,NA,NA
27044,NA,Maxilla_LDR,4.788,41229,1A,37.5,35,40,2A9,lizard,Phrynosomatidae,NA,maxilla,1,1L,weak tricuspid,100,NA,NA
27048,NA,Maxilla_LDR,3.661,41229,1A,37.5,35,40,2A9,lizard,Phrynosomatidae,NA,maxilla,1,1R,"tricuspid, slightly eroded tooth crowns",100,NA,crown
27051,NA,Maxilla_LDR,3.662,41229,1A,37.5,35,40,2A9,lizard,Scincidae,Scincinae,maxilla,1,1R,small size,100,NA,crown
27054,NA,Parietal_GW,4.392,41229,1A,37.5,35,40,2A9,lizard,Teiidae,Teiinae,parietal,1,NA,NA,75,NA,NA
27058,NA,Quadrate_GH,3.354,41229,1A,37.5,35,40,2A9,lizard,Phrynosomatidae,Sceloporinae,quadrate,1,1L,NA,100,NA,NA
27068,NA,Articular_WR,1.589,41229,1A,37.5,35,40,2A9,lizard,Phrynosomatidae,Morphotype A,surangular_articular,1,1L,NA,75,NA,NA
27069,NA,Articular_WR,2.353,41229,1A,37.5,35,40,2A9,lizard,Phrynosomatidae,Morphotype A,surangular_articular,1,1R,NA,100,NA,NA
27080,NA,Frontal_GL,5.493,41229,1B,37.5,35,40,2A9,lizard,Phrynosomatidae,cf. Sceloporus,frontal,1,NA,NA,100,NA,NA
27080,NA,Frontal_PW,4.691,41229,1B,37.5,35,40,2A9,lizard,Phrynosomatidae,cf. Sceloporus,frontal,1,NA,NA,100,NA,NA
27080,NA,Frontal_SW,1.375,41229,1B,37.5,35,40,2A9,lizard,Phrynosomatidae,cf. Sceloporus,frontal,1,NA,NA,100,NA,NA
27085,NA,Dentary_LDR,6.894,41229,1A,42.5,40,45,2A10,lizard,Phrynosomatidae,NA,dentary,1,1L,"tricuspid, slightly eroded tooth crowns",75,No,crown
27098,NA,Dentary_LDR,5.214,41229,1,47.5,45,50,2A11,lizard,Phrynosomatidae,Phrynosoma cf. cornutum,dentary,1,1L,"unicuspid frag, open mk",75,NA,none
27101,NA,Dentary_LDR,5.636,41229,1,47.5,45,50,2A11,lizard,Phrynosomatidae,NA,dentary,1,1L,tricuspid,100,YES,none
27103,NA,Dentary_LDR,6.481,41229,1,47.5,45,50,2A11,lizard,Phrynosomatidae,NA,dentary,1,1R,"tricuspid, slightly eroded tooth crowns",75,No,crown
27107,NA,Frontal_GL,4.077,41229,1,47.5,45,50,2A11,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,100,NA,NA
27107,NA,Frontal_PW,4.272,41229,1,47.5,45,50,2A11,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,100,NA,NA
27107,NA,Frontal_SW,0.765,41229,1,47.5,45,50,2A11,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,100,NA,NA
27108,NA,Frontal_GL,4.983,41229,1,47.5,45,50,2A11,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,100,NA,NA
27108,NA,Frontal_PW,4.838,41229,1,47.5,45,50,2A11,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,100,NA,NA
27108,NA,Frontal_SW,1.195,41229,1,47.5,45,50,2A11,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,100,NA,NA
27111,NA,Maxilla_LDR,5.681,41229,1,47.5,45,50,2A11,lizard,Phrynosomatidae,NA,maxilla,1,1L,tricuspid,100,YES,none
27112,NA,Maxilla_LDR,5.886,41229,1,47.5,45,50,2A11,lizard,Phrynosomatidae,NA,maxilla,1,1L,tricuspid,100,Maybe,none
27115,NA,Maxilla_LDR,5.033,41229,1,47.5,45,50,2A11,lizard,Phrynosomatidae,NA,maxilla,1,1R,"tricuspid, slightly eroded tooth crowns",100,Maybe,crown
27120,NA,Parietal_GL,2.727,41229,1,47.5,45,50,2A11,lizard,Phrynosomatidae,NA,parietal,1,NA,NA,100,NA,NA
27120,NA,Parietal_GW,3.984,41229,1,47.5,45,50,2A11,lizard,Phrynosomatidae,NA,parietal,1,NA,NA,100,NA,NA
27124,NA,Quadrate_GH,5.498,41229,1,47.5,45,50,2A11,lizard,Phrynosomatidae,Phrynosoma,quadrate,1,1L,deep conch,75,NA,NA
27134,NA,Dentary_LDR,7.775,41229,1A,47.5,45,50,2A11,lizard,Phrynosomatidae,Phrynosoma cf. cornutum,dentary,1,1L,"unicuspid, tubercles, open mk",75,NA,none
27137,NA,Dentary_LDR,5.144,41229,1A,47.5,45,50,2A11,lizard,Phrynosomatidae,Urosaurus,dentary,1,1L,"weak tricuspid, fused mk",75,NA,none
27141,NA,Maxilla_LDR,9.266,41229,1A,47.5,45,50,2A11,lizard,Scincidae,Scincinae,maxilla,1,1L,"unicuspid, red color, slightly eroded crowns, bifircated posterior pr.",100,NA,crown
27143,NA,Dentary_LDR,6.437,41229,1A,47.5,45,50,2A11,lizard,Phrynosomatidae,NA,maxilla,1,1L,tricuspid,100,YES,crown
27147,NA,Frontal_GL,4.834,41229,1E,47.5,45,50,2A11,lizard,Phrynosomatidae,cf. Sceloporus,frontal,1,NA,NA,100,NA,NA
27147,NA,Frontal_PW,4.771,41229,1E,47.5,45,50,2A11,lizard,Phrynosomatidae,cf. Sceloporus,frontal,1,NA,NA,100,NA,NA
27147,NA,Frontal_SW,1.405,41229,1E,47.5,45,50,2A11,lizard,Phrynosomatidae,cf. Sceloporus,frontal,1,NA,NA,100,NA,NA
27148,NA,Parietal_GW,5.186,41229,1E,47.5,45,50,2A11,lizard,Teiidae,Teiinae,parietal,1,NA,sculpturing present,100,NA,NA
27150,NA,Dentary_LDR,5.725,41229,1E,47.5,45,50,2A12,lizard,Phrynosomatidae,NA,dentary,1,1L,eroded tooth shaft and crown,75,NA,shaft
27160,NA,Dentary_LDR,6.875,41229,1E,47.5,45,50,2A12,lizard,Phrynosomatidae,NA,dentary,1,1R,"tricuspid, closed mk",100,YES,none
27167,NA,Dentary_LDR,7.832,41229,1,52.5,50,55,2A13,lizard,Phrynosomatidae,Phrynosoma cf. cornutum,dentary,1,1R,"unicuspid, tubercles, open mk",75,NA,none
27168,NA,Dentary_LDR,6.943,41229,1,52.5,50,55,2A13,lizard,Phrynosomatidae,NA,dentary,1,1R,"tricuspid, slightly eroded tooth crowns",75,NA,crown
27171,NA,Parietal_GL,3.05,41229,1,52.5,50,55,2A13,lizard,Phrynosomatidae,NA,parietal,1,NA,NA,100,NA,NA
27171,NA,Parietal_GW,4.632,41229,1,52.5,50,55,2A13,lizard,Phrynosomatidae,NA,parietal,1,NA,NA,100,NA,NA
27175,NA,Dentary_LDR,6.446,41229,1B,52.5,50,55,2A13,lizard,Phrynosomatidae,NA,dentary,1,1L,"tricuspid, slightly eroded tooth crowns, part of splenial",75,YES,crown
27176,NA,Dentary_LDR,6.125,41229,1B,52.5,50,55,2A13,lizard,Phrynosomatidae,NA,dentary,1,1R,"tricuspid, slightly eroded tooth crowns, closed mk",75,YES,crown
27179,NA,Maxilla_LDR,6.889,41229,1B,52.5,50,55,2A13,lizard,Phrynosomatidae,NA,maxilla,1,1L,"tricuspid, slightly eroded tooth crowns",100,Maybe,crown
27192,NA,Dentary_LDR,5.811,41229,1A,57.5,55,60,2A14,lizard,Phrynosomatidae,NA,dentary,1,1R,"unicuspid frag,  eroded crowns, teeth, and bone",75,NA,shaft
27193,NA,Frontal_GL,7.442,41229,1A,57.5,55,60,2A14,lizard,Phrynosomatidae,Phrynosoma cornutum,frontal,1,1R,NA,75,NA,NA
27193,NA,Frontal_SW,2.229,41229,1A,57.5,55,60,2A14,lizard,Phrynosomatidae,Phrynosoma cornutum,frontal,1,1R,NA,75,NA,NA
27197,NA,Dentary_LDR,7.048,41229,1B,57.5,55,60,2A14,lizard,Phrynosomatidae,NA,dentary,1,1L,"tricuspid, slightly eroded tooth crowns, closed mk",100,Maybe,crown
27198,NA,Frontal_SW,1.091,41229,1B,57.5,55,60,2A14,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,75,NA,NA
27199,NA,Maxilla_LDR,6.307,41229,1B,57.5,55,60,2A14,lizard,Phrynosomatidae,NA,maxilla,1,1L,"tricuspid, slightly eroded tooth crowns",100,NA,crown
27202,NA,Frontal_GL,3.639,41229,1E,57.5,55,60,2A14,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,100,NA,NA
27202,NA,Frontal_PW,4.432,41229,1E,57.5,55,60,2A14,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,100,NA,NA
27202,NA,Frontal_SW,1.155,41229,1E,57.5,55,60,2A14,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,100,NA,NA
27203,NA,Frontal_GL,8.564,41229,1E,57.5,55,60,2A14,lizard,Phrynosomatidae,cf. Sceloporus,frontal,1,NA,eroded bone,75,NA,shaft
27203,NA,Frontal_SW,3.044,41229,1E,57.5,55,60,2A14,lizard,Phrynosomatidae,cf. Sceloporus,frontal,1,NA,eroded bone,75,NA,shaft
27212,NA,Maxilla_LDR,7.15,41229,1,62.5,60,65,2A15,lizard,Scincidae,Scincinae,maxilla,1,1R,"unicuspid, striated teeth",100,NA,none
27221,NA,Maxilla_LDR,6.642,41229,1A,62.5,60,65,2A15,lizard,Phrynosomatidae,NA,maxilla,1,1R,"tricuspid, slightly eroded tooth crowns",100,Yes,crown
27222,NA,Parietal_GL,3.937,41229,1A,62.5,60,65,2A15,lizard,Phrynosomatidae,Phrynosoma cornutum,parietal,1,NA,long horn with small middle horn,75,NA,NA
27229,NA,Dentary_LDR,7.165,41229,1B,62.5,60,65,2A15,lizard,Phrynosomatidae,NA,dentary,1,1R,"tricuspid, slightly eroded tooth crowns",100,YES,crown
27230,NA,Frontal_GL,3.961,41229,1B,62.5,60,65,2A15,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,75,NA,NA
27230,NA,Frontal_SW,0.99,41229,1B,62.5,60,65,2A15,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,75,NA,NA
27236,NA,Frontal_GL,4.794,41229,1C,62.5,60,65,2A15,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,100,NA,NA
27236,NA,Frontal_PW,4.354,41229,1C,62.5,60,65,2A15,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,100,NA,NA
27236,NA,Frontal_SW,1.155,41229,1C,62.5,60,65,2A15,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,100,NA,NA
27237,NA,Frontal_GL,6.08,41229,1C,62.5,60,65,2A15,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,75,NA,NA
27237,NA,Frontal_SW,1.4,41229,1C,62.5,60,65,2A15,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,75,NA,NA
27238,NA,Maxilla_LDR,6.392,41229,1C,62.5,60,65,2A15,lizard,Phrynosomatidae,Phrynosoma,maxilla,1,1R,unicuspid,100,NA,none
27239,NA,Maxilla_LDR,5.417,41229,1C,62.5,60,65,2A15,lizard,Phrynosomatidae,NA,maxilla,1,1L,"tricuspid, slightly eroded tooth crowns",100,YES,crown
